Gene,Expt,y,x,neighbour
3110035E14Rik,1,14079,16591,NaN
3110035E14Rik,1,14277,16596,NaN
3110035E14Rik,1,14085,16599,NaN
3110035E14Rik,1,14079,16606,NaN
3110035E14Rik,1,14125,16614,NaN
3110035E14Rik,1,14119,16636,NaN
3110035E14Rik,1,14118,16637,NaN
3110035E14Rik,1,14172,16638,NaN
3110035E14Rik,1,14137,16648,NaN
3110035E14Rik,1,14233,16660,NaN
3110035E14Rik,1,14137,16675,NaN
3110035E14Rik,1,14147,16683,NaN
3110035E14Rik,1,13649,16691,NaN
3110035E14Rik,1,14213,16700,NaN
3110035E14Rik,1,16304,16639,NaN
3110035E14Rik,1,16165,16652,NaN
3110035E14Rik,1,15710,16662,NaN
3110035E14Rik,1,15527,16669,NaN
3110035E14Rik,1,16098,16671,NaN
3110035E14Rik,1,16168,16674,NaN
3110035E14Rik,1,15418,16680,NaN
3110035E14Rik,1,14335,16706,NaN
3110035E14Rik,1,14106,16711,NaN
3110035E14Rik,1,14209,16717,NaN
3110035E14Rik,1,14301,16717,NaN
3110035E14Rik,1,13730,16720,NaN
3110035E14Rik,1,14350,16722,NaN
3110035E14Rik,1,14354,16724,NaN
3110035E14Rik,1,14104,16726,NaN
3110035E14Rik,1,14225,16729,NaN
3110035E14Rik,1,14247,16736,NaN
3110035E14Rik,1,14193,16740,NaN
3110035E14Rik,1,14338,16745,NaN
3110035E14Rik,1,14216,16756,NaN
3110035E14Rik,1,14330,16756,NaN
3110035E14Rik,1,14085,16760,NaN
3110035E14Rik,1,14100,16764,NaN
3110035E14Rik,1,14382,16767,NaN
3110035E14Rik,1,14130,16768,NaN
3110035E14Rik,1,14324,16768,NaN
3110035E14Rik,1,14161,16773,NaN
3110035E14Rik,1,14435,16774,NaN
3110035E14Rik,1,14175,16785,NaN
3110035E14Rik,1,14175,16786,NaN
3110035E14Rik,1,14382,16792,NaN
3110035E14Rik,1,14181,16802,NaN
3110035E14Rik,1,14022,16813,NaN
3110035E14Rik,1,14254,16816,NaN
3110035E14Rik,1,14349,16820,NaN
3110035E14Rik,1,14216,16826,NaN
3110035E14Rik,1,14327,16834,NaN
3110035E14Rik,1,14158,16839,NaN
3110035E14Rik,1,14402,16840,NaN
3110035E14Rik,1,14384,16842,NaN
3110035E14Rik,1,14476,16855,NaN
3110035E14Rik,1,14221,16862,NaN
3110035E14Rik,1,14223,16864,NaN
3110035E14Rik,1,14390,16887,NaN
3110035E14Rik,1,14233,16897,NaN
3110035E14Rik,1,14532,16908,NaN
3110035E14Rik,1,14120,16916,NaN
3110035E14Rik,1,14345,16936,NaN
3110035E14Rik,1,14278,16944,NaN
3110035E14Rik,1,14287,16944,NaN
3110035E14Rik,1,14230,16947,NaN
3110035E14Rik,1,14220,16963,NaN
3110035E14Rik,1,14407,16963,NaN
3110035E14Rik,1,14506,16964,NaN
3110035E14Rik,1,14336,16970,NaN
3110035E14Rik,1,14366,16977,NaN
3110035E14Rik,1,14297,16986,NaN
3110035E14Rik,1,14314,16997,NaN
3110035E14Rik,1,14387,16999,NaN
3110035E14Rik,1,14214,17002,NaN
3110035E14Rik,1,14246,17002,NaN
3110035E14Rik,1,14512,17008,NaN
3110035E14Rik,1,14336,17012,NaN
3110035E14Rik,1,14595,17014,NaN
3110035E14Rik,1,14279,17019,NaN
3110035E14Rik,1,14603,17027,NaN
3110035E14Rik,1,14293,17034,NaN
3110035E14Rik,1,14313,17034,NaN
3110035E14Rik,1,14474,17045,NaN
3110035E14Rik,1,14620,17047,NaN
3110035E14Rik,1,14621,17048,NaN
3110035E14Rik,1,14662,17054,NaN
3110035E14Rik,1,14650,17057,NaN
3110035E14Rik,1,14626,17061,NaN
3110035E14Rik,1,14280,17065,NaN
3110035E14Rik,1,14416,17071,NaN
3110035E14Rik,1,14673,17076,NaN
3110035E14Rik,1,14382,17082,NaN
3110035E14Rik,1,14241,17093,NaN
3110035E14Rik,1,14538,17095,NaN
3110035E14Rik,1,14549,17096,NaN
3110035E14Rik,1,14605,17097,NaN
3110035E14Rik,1,14367,17104,NaN
3110035E14Rik,1,14178,17107,NaN
3110035E14Rik,1,14362,17117,NaN
3110035E14Rik,1,14367,17121,NaN
3110035E14Rik,1,14426,17121,NaN
3110035E14Rik,1,14521,17121,NaN
3110035E14Rik,1,14368,17122,NaN
3110035E14Rik,1,14446,17141,NaN
3110035E14Rik,1,14525,17150,NaN
3110035E14Rik,1,14625,17152,NaN
3110035E14Rik,1,14172,17158,NaN
3110035E14Rik,1,14383,17163,NaN
3110035E14Rik,1,14360,17164,NaN
3110035E14Rik,1,14473,17165,NaN
3110035E14Rik,1,14584,17180,NaN
3110035E14Rik,1,14577,17188,NaN
3110035E14Rik,1,14609,17200,60
3110035E14Rik,1,14341,17210,NaN
3110035E14Rik,1,14342,17211,NaN
3110035E14Rik,1,14725,17220,67
3110035E14Rik,1,14541,17229,NaN
3110035E14Rik,1,14660,17239,63
3110035E14Rik,1,14534,17242,NaN
3110035E14Rik,1,14380,17249,NaN
3110035E14Rik,1,14579,17255,76
3110035E14Rik,1,14496,17257,NaN
3110035E14Rik,1,14556,17258,75
3110035E14Rik,1,14726,17264,78
3110035E14Rik,1,14610,17272,76
3110035E14Rik,1,14575,17294,76
3110035E14Rik,1,14713,17300,79
3110035E14Rik,1,14758,17310,85
3110035E14Rik,1,14836,17316,95
3110035E14Rik,1,14035,17330,NaN
3110035E14Rik,1,14692,17331,96
3110035E14Rik,1,14693,17332,96
3110035E14Rik,1,14683,17335,96
3110035E14Rik,1,14274,17337,NaN
3110035E14Rik,1,14740,17340,103
3110035E14Rik,1,14791,17348,101
3110035E14Rik,1,14685,17354,106
3110035E14Rik,1,14614,17360,104
3110035E14Rik,1,14621,17367,110
3110035E14Rik,1,14747,17369,103
3110035E14Rik,1,14682,17376,106
3110035E14Rik,1,14726,17376,106
3110035E14Rik,1,14719,17380,106
3110035E14Rik,1,14661,17389,114
3110035E14Rik,1,14710,17399,121
3110035E14Rik,1,14801,17400,125
3110035E14Rik,1,14828,17431,126
3110035E14Rik,1,14806,17441,125
3110035E14Rik,1,14799,17459,141
3110035E14Rik,1,14638,17460,2575
3110035E14Rik,1,14750,17472,140
3110035E14Rik,1,14834,17485,144
3110035E14Rik,1,14678,17486,2575
3110035E14Rik,1,14517,17508,2575
3110035E14Rik,1,14598,17515,2575
3110035E14Rik,1,14801,17519,165
3110035E14Rik,1,14734,17526,2575
3110035E14Rik,1,14718,17544,168
3110035E14Rik,1,14706,17555,168
3110035E14Rik,1,14824,17559,172
3110035E14Rik,1,14522,17563,2575
3110035E14Rik,1,14845,17576,178
3110035E14Rik,1,14816,17581,178
3110035E14Rik,1,14829,17603,188
3110035E14Rik,1,13941,17657,NaN
3110035E14Rik,1,14698,17722,2575
